,2P,2P%,2PA,3P,3P%,3PA,3PAr,AST,AST%,Age_x,BLK,BLK%,BPM,DBPM,DRB,DRB%,DRtg,DWS,FG,FG%,FGA,FT,FT%,FTA,FTr,GS_x,G_x,Ht,Lg_x,MP.1_x,MP_x,OBPM,ORB,ORB%,ORtg,OWS,PER,PF,PTS,Player,STL,STL%,Season_x,TOV,TOV%,TRB,TRB%,TS%_x,Tm_x,USG%,VORP,WS,WS/48,cfga,cfgm,dfga,dfgm,dist,eFG%,ftast,pass,player_year,rimd,sast,spd,tchs
160,4.9,0.493,9.9,1.3,0.312,4.3,0.301,6.4,30.6,25,0.1,0.2,-1.2,-0.8,3.9,12.5,106,1.2,6.2,0.439,14.1,1.5,0.738,2.1,0.147,27,52,6-3,NBA,1058,20.3,-0.5,0.4,1.4,99,0.2,13.6,2.4,15.2,Shelvin Mack,1.2,1.7,2015-16,3.2,17.7,4.4,7,0.507,TOT,23.3,0.2,1.3,0.061,2.48192771084,1.21686746988,0.614457831325,0.349397590361,0.961325301205,0.486,0.240963855422,25.3734939759,Shelvin Mack/2015-16,1,0.421686746988,2.8113253012,33.265060241
425,3,0.513,5.8,2.1,0.355,6,0.507,2.2,9.2,27,0.7,1.5,-1.1,-0.8,4.3,13.1,111,1.2,5.1,0.433,11.8,1.4,0.825,1.8,0.149,4,82,6-6,NBA,1639,20,-0.3,0.6,1.8,108,1.3,12.7,2.4,13.8,Justin Holiday,1.4,2,2016-17,1.4,10.3,4.9,7.4,0.549,NYK,16.9,0.4,2.5,0.073,2.48780487805,1.08536585366,1.74390243902,0.914634146341,1.45414634146,0.523,0.109756097561,19.0609756098,Justin Holiday/2016-17,1.171875,0.426829268293,4.36536585366,27.487804878
421,2.8,0.459,6.1,1.8,0.4,4.4,0.42,5.3,23.3,30,0.2,0.5,1.5,0.1,3.7,11.2,104,1.8,4.6,0.434,10.6,3.5,0.826,4.2,0.4,21,57,6-2,NBA,1422,24.9,1.4,0.5,1.4,110,2.2,15.4,2.7,14.4,CJ Watson,1.4,2.1,2014-15,2.5,16.9,4.1,6.3,0.581,IND,18.8,1.3,4,0.135,2.49295774648,0.971830985915,0.87323943662,0.295774647887,1.45042253521,0.518,0.197183098592,37.0281690141,CJ Watson/2014-15,0.617647058824,0.845070422535,3.49394366197,47.5633802817
405,2.9,0.471,6.2,2.2,0.374,6,0.489,2.4,10.3,28,0.1,0.2,-0.5,-1.1,3.4,10.5,106,1.4,5.2,0.423,12.2,2.2,0.848,2.6,0.211,9,62,6-5,NBA,1388,22.4,0.6,0.7,2.2,107,1.5,12.4,2.2,14.7,Marco Belinelli,0.8,1.1,2014-15,1.6,10.6,4.1,6.4,0.553,SAS,18.8,0.5,2.9,0.1,2.49350649351,1.15584415584,1.27272727273,0.74025974026,1.43558441558,0.515,0.116883116883,21.0649350649,Marco Belinelli/2014-15,1.32558139535,0.467532467532,3.95753246753,30.1298701299
198,4.7,0.556,8.5,1.9,0.374,5.2,0.376,2.8,11.2,25,0.3,0.6,-2,-1.4,3.2,9.1,108,1.3,6.7,0.487,13.7,1.4,0.759,1.8,0.134,0,77,6-3,NBA,1137,14.8,-0.6,0.7,2.3,108,1,13.1,2.4,16.7,Ian Clark,1.2,1.7,2016-17,1.7,10.7,3.9,5.9,0.575,GSW,19.5,0,2.3,0.099,2.5,1.35416666667,0.520833333333,0.354166666667,1.04479166667,0.558,0.114583333333,17.0833333333,Ian Clark/2016-17,0.85,0.53125,4.29375,23.9166666667
292,5.6,0.481,11.8,0,0,0.2,0.016,1.5,6.7,29,0.7,1.5,-1.3,0.7,8,24.4,101,2.1,5.6,0.473,11.9,2.3,0.744,3.1,0.262,17,64,6-9,NBA,1345,21,-2,3.2,10.1,108,1.6,15.4,3.5,13.6,Kris Humphries,0.9,1.3,2014-15,1.2,8.5,11.1,17.4,0.512,WAS,18.3,0.2,3.8,0.134,2.50649350649,1.16883116883,2.92207792208,1.55844155844,1.21064935065,0.473,0.025974025974,24.7662337662,Kris Humphries/2014-15,2.06896551724,0.376623376623,3.49467532468,32.6493506494
256,2.3,0.387,5.9,2.5,0.392,6.3,0.517,5.1,20.8,39,0.4,1,1.9,1.4,3.6,11.1,102,2.4,4.8,0.39,12.2,2.4,0.804,3,0.244,0,69,6-6,NBA,1291,18.7,0.5,0.8,2.5,104,0.6,13.9,3.3,14.4,Manu Ginobili,2.3,3.2,2016-17,2.7,16.5,4.4,6.9,0.532,SAS,20.4,1.3,3,0.11,2.51685393258,1.06741573034,0.865168539326,0.415730337079,1.16033707865,0.491,0.247191011236,20.0561797753,Manu Ginobili/2016-17,0.685185185185,0.640449438202,3.80561797753,28.7303370787
147,5.2,0.5,10.4,0.8,0.385,2,0.165,3.5,16.2,25,0.2,0.6,-1.4,-0.3,4.8,15.1,107,1.3,6,0.481,12.4,2.3,0.784,2.9,0.234,13,69,6-5,NBA,1372,19.9,-1.1,1,3.2,103,0.9,13.5,3.5,15,Lance Stephenson,1.1,1.6,2015-16,2.5,15.2,5.9,9.1,0.548,TOT,20.2,0.2,2.2,0.076,2.52380952381,1.29523809524,0.657142857143,0.361904761905,0.931904761905,0.513,0.152380952381,13.0952380952,Lance Stephenson/2015-16,0.883720930233,0.295238095238,2.80552380952,20.4095238095
474,3,0.484,6.2,0.9,0.342,2.7,0.304,2.4,9.9,32,0.7,1.7,1.2,3.1,4.9,14.7,103,2.7,3.9,0.441,8.9,1.2,0.733,1.7,0.19,42,62,6-7,NBA,1596,25.7,-1.9,1.2,3.8,105,0.6,11.9,2.2,10,Thabo Sefolosha,2.2,3,2016-17,1.3,11.9,6.1,9.3,0.519,ATL,13.3,1.3,3.3,0.098,2.52777777778,1.22222222222,1.75,1.01388888889,1.55486111111,0.492,0.194444444444,24.6111111111,Thabo Sefolosha/2016-17,1.43137254902,0.625,3.80513888889,32.4444444444
264,3.7,0.461,8,1.3,0.383,3.3,0.294,1.5,7.1,20,0.5,1.1,-2.8,-0.4,6.3,20.2,105,1.7,5,0.438,11.4,1.5,0.695,2.1,0.188,33,80,6-10,NBA,1382,17.3,-2.4,1.5,5,102,0.6,11.6,3,12.7,Trey Lyles,0.7,1,2015-16,1.7,12.1,7.8,12.6,0.517,UTA,17.9,-0.3,2.3,0.079,2.53658536585,1.17073170732,2.81707317073,1.56097560976,1.18036585366,0.494,0.0853658536585,26.6829268293,Trey Lyles/2015-16,1.88235294118,0.121951219512,4.16414634146,33.7195121951
330,3.1,0.438,7.1,1.1,0.321,3.5,0.331,1.8,7.2,20,0.7,1.6,-4.9,-0.1,5.3,16.4,108,1.8,4.2,0.399,10.6,1,0.657,1.5,0.139,66,81,6-11,NBA,1632,20.1,-4.7,1,3,93,-1,6.9,4.4,10.6,Domantas Sabonis,0.9,1.2,2016-17,1.8,14,6.3,9.7,0.469,OKC,15.4,-1.2,0.7,0.022,2.54022988506,1.09195402299,3.35632183908,1.65517241379,1.3016091954,0.452,0.0574712643678,23.1609195402,Domantas Sabonis/2016-17,1.89473684211,0.252873563218,3.99298850575,30.6781609195
440,2.1,0.401,5.2,1.9,0.41,4.6,0.468,6.5,26.2,25,0.2,0.4,-1.6,-1.4,2.5,7.8,108,1.6,4,0.405,9.9,1.1,0.864,1.3,0.129,14,76,6-4,NBA,1867,24.6,-0.2,0.6,2,109,2.2,11.3,3.4,11,Matthew Dellavedova,0.8,1.2,2015-16,2.2,17.7,3.1,4.9,0.527,CLE,15.9,0.2,3.8,0.098,2.54081632653,0.959183673469,1.29591836735,0.683673469388,1.49193877551,0.501,0.438775510204,37.3673469388,Matthew Dellavedova/2015-16,1.06349206349,0.959183673469,4.09663265306,46.7653061224
467,1.6,0.494,3.2,3.3,0.451,7.4,0.697,2.3,9.4,35,0.4,1,-0.2,-1,3.7,11,111,1.3,4.9,0.464,10.6,0.8,0.905,0.9,0.082,22,67,6-7,NBA,1753,26.2,0.8,0.2,0.5,116,2.3,12.1,2.2,13.9,Kyle Korver,0.7,1,2016-17,1.4,11.5,3.8,5.9,0.635,TOT,15.2,0.8,3.7,0.101,2.54347826087,1.0652173913,2.13043478261,1.14130434783,1.53826086957,0.621,0.130434782609,16.2826086957,Kyle Korver/2016-17,1.47887323944,0.271739130435,3.82967391304,24.2934782609
181,1.4,0.336,4.3,4.2,0.389,10.8,0.717,1.4,6.6,25,0.1,0.3,-3.1,-3.4,2.4,7.9,112,0.8,5.6,0.374,15.1,1.3,0.796,1.6,0.109,3,67,6-4,NBA,1183,17.7,0.3,0.6,2,104,0.5,10.4,2.7,16.8,Troy Daniels,0.6,0.9,2016-17,1.4,8,3,4.8,0.531,MEM,21.7,-0.3,1.3,0.051,2.54651162791,0.802325581395,1.12790697674,0.523255813953,1.00802325581,0.513,0.0813953488372,11.476744186,Troy Daniels/2016-17,1.02272727273,0.104651162791,3.56313953488,18.4651162791
592,2.1,0.488,4.4,1.3,0.332,4,0.478,2.3,8.8,25,0.3,0.7,-0.4,0.5,3,9.2,110,1.7,3.5,0.413,8.4,0.8,0.62,1.3,0.154,65,78,6-4,NBA,1966,25.2,-0.8,1.7,5.3,108,1.2,9.1,2.6,9.1,Rodney McGruder,0.8,1.2,2016-17,1,10.2,4.7,7.2,0.506,MIA,12.3,0.8,2.9,0.072,2.56097560976,1.06097560976,1.92682926829,1.17073170732,1.76402439024,0.492,0.0975609756098,17.7317073171,Rodney McGruder/2016-17,1.6,0.243902439024,4.24963414634,24.9756097561
223,4.3,0.517,8.4,2.1,0.344,6.2,0.424,2.4,10.9,26,0.1,0.2,-1.6,-2.1,4.9,15.2,106,1.1,6.4,0.444,14.5,2,0.792,2.5,0.17,0,68,6-8,NBA,1123,16.5,0.6,1.4,4.7,108,1.6,15.1,2.7,17,Mike Scott,0.8,1.1,2014-15,1.3,7.4,6.4,10.1,0.543,ATL,21.4,0.1,2.7,0.115,2.56470588235,1.21176470588,1.6,0.823529411765,1.08576470588,0.517,0.0588235294118,17.8823529412,Mike Scott/2014-15,1.16666666667,0.341176470588,4.02376470588,25.4705882353
93,5.6,0.573,9.8,0,0.25,0.1,0.014,0.9,3.9,26,1.6,3.6,-0.6,0.7,7.1,22,105,1.5,5.7,0.568,10,1.7,0.557,3.1,0.309,5,71,6-10,NBA,1031,14.5,-1.3,4.5,13.7,122,2.1,17.1,4.8,13.1,Willie Reed,0.6,0.9,2016-17,1.1,8.7,11.6,17.8,0.578,MIA,15.3,0.4,3.6,0.168,2.57317073171,1.51219512195,3,1.5,0.819146341463,0.57,0.0487804878049,8.42682926829,Willie Reed/2016-17,1.95238095238,0.0975609756098,3.41426829268,12.9268292683
260,4.2,0.612,6.8,0.6,0.409,1.5,0.178,3.1,13,29,1.4,3.2,2.2,2.4,5.6,17,107,2.1,4.8,0.576,8.3,1.5,0.67,2.2,0.27,77,80,6-9,NBA,1608,20.1,-0.2,2.6,8.2,121,2.9,15,4.7,11.6,Amir Johnson,1.2,1.6,2016-17,1.7,15.7,8.2,12.6,0.628,BOS,13.6,1.7,5,0.149,2.58163265306,1.5306122449,4.37755102041,2.11224489796,1.16887755102,0.612,0.163265306122,20.693877551,Amir Johnson/2016-17,2.35227272727,0.428571428571,3.77612244898,26.5204081633
411,2,0.383,5.1,1.3,0.314,4.1,0.443,2.1,9.4,20,1.8,4,-3.3,1,3.9,12.3,106,1.4,3.2,0.352,9.2,3,0.591,5,0.548,11,65,6-8,NBA,1377,21.2,-4.3,1.3,3.7,91,-0.9,8.7,3.8,10.7,Jerami Grant,1,1.5,2014-15,2.2,16.3,5.2,7.8,0.47,PHI,16.5,-0.5,0.5,0.019,2.58571428571,0.957142857143,2.54285714286,1.1,1.44085714286,0.422,0.0857142857143,24.7,Jerami Grant/2014-15,1.30508474576,0.414285714286,4.11157142857,33.2571428571
211,3.9,0.496,7.9,0.4,0.222,2,0.199,1.4,6.2,22,1,2.2,-5.4,-0.8,4.5,14,110,0.6,4.3,0.442,9.8,2.5,0.656,3.8,0.385,40,73,6-9,NBA,1160,15.9,-4.6,1.4,4.2,94,-0.5,8.3,4.4,11.6,JaKarr Sampson,0.7,1,2015-16,2.2,15.9,5.9,9,0.504,TOT,16.6,-1,0.1,0.006,2.5875,1.2375,1.875,0.9,1.066875,0.464,0.0125,10.7,JaKarr Sampson/2015-16,1.28571428571,0.225,4.075125,16.975
352,2,0.408,4.9,2.4,0.437,5.5,0.529,3.9,16.2,27,0.3,0.6,-1,-2.1,2.9,9,112,0.6,4.4,0.423,10.5,1.7,0.778,2.2,0.206,18,52,6-3,NBA,1505,28.9,1.1,0.5,1.6,110,1.8,12.4,2.7,12.9,Jerryd Bayless,1.1,1.6,2015-16,1.7,13.3,3.4,5.4,0.568,MIL,16.4,0.4,2.4,0.075,2.6,1.04,1.02666666667,0.546666666667,1.3472,0.539,0.16,26.3466666667,Jerryd Bayless/2015-16,1.10810810811,0.493333333333,2.8032,34.9066666667
163,3.4,0.454,7.6,1.1,0.287,4,0.346,1.9,9.3,21,1.9,4.2,-2.7,1.1,3.6,11.4,105,1.5,4.6,0.396,11.6,2.7,0.752,3.5,0.306,15,62,6-6,NBA,1352,21.8,-3.8,1.7,5,92,-0.9,10.6,3.4,13,KJ McDaniels,1.2,1.6,2014-15,2.8,17.6,5.3,8,0.494,TOT,19.3,-0.2,0.6,0.02,2.60606060606,1.06060606061,1.9797979798,0.909090909091,0.962626262626,0.446,0.111111111111,10.3131313131,KJ McDaniels/2014-15,1.52542372881,0.232323232323,2.60858585859,17.0606060606
214,3.3,0.474,6.9,1.5,0.364,4,0.367,1.8,8,26,0.3,0.6,-2.8,-1.9,4.6,15.1,113,0.2,4.7,0.433,10.9,1.9,0.827,2.3,0.208,4,67,6-7,NBA,1286,19.2,-0.9,0.9,2.8,106,1.1,12.2,2,12.8,Chase Budinger,1.2,1.7,2014-15,1.4,10.3,5.5,8.8,0.537,MIN,16.3,-0.3,1.3,0.049,2.60975609756,1.19512195122,1.59756097561,1.03658536585,1.07195121951,0.5,0.146341463415,14.1829268293,Chase Budinger/2014-15,1.77083333333,0.219512195122,3.33902439024,20.512195122
231,3.3,0.46,7.1,1.3,0.272,4.8,0.406,2.4,10,29,0.4,0.9,-3.1,-1,3.4,10.4,109,1.2,4.6,0.384,11.9,2.3,0.75,3,0.254,12,82,6-9,NBA,1669,20.4,-2.2,0.9,2.8,98,0.1,9.9,3.6,12.7,Corey Brewer,1.8,2.5,2015-16,1.7,11.3,4.3,6.6,0.481,HOU,17.8,-0.5,1.2,0.035,2.61739130435,1.06086956522,1.21739130435,0.730434782609,1.10947826087,0.439,0.15652173913,11.0260869565,Corey Brewer/2015-16,1.23529411765,0.313043478261,3.32356521739,17.9391304348
641,2.7,0.553,4.9,1.3,0.349,3.7,0.427,4,14.6,31,0.4,0.9,1.6,1.5,3.7,10.8,103,2.8,4,0.466,8.6,1.2,0.596,2,0.23,0,77,6-6,NBA,2069,26.9,0.1,0.8,2.4,110,2.3,12.3,1.7,10.5,Andre Iguodala,1.5,2.1,2014-15,1.5,13.9,4.5,6.7,0.553,GSW,13.3,1.9,5.1,0.117,2.62745098039,1.30392156863,1.73529411765,0.911764705882,1.83892156863,0.54,0.401960784314,32.5196078431,Andre Iguodala/2014-15,1.17721518987,1.03921568627,3.99578431373,42.3431372549
476,4.5,0.554,8.1,0.2,0.278,0.9,0.1,2.4,9.7,24,1,2.3,2,2.3,6.2,19.6,109,1.5,4.7,0.526,9,1.5,0.738,2,0.222,7,63,6-9,NBA,1442,22.9,-0.3,3,8.8,117,2.1,15.8,3.7,11.2,Larry Nance,2,2.8,2016-17,1.4,12.4,9.2,14,0.567,LAL,13.4,1.5,3.5,0.118,2.63636363636,1.48484848485,3.19696969697,1.89393939394,1.55878787879,0.54,0.181818181818,26.8484848485,Larry Nance/2016-17,2.23214285714,0.409090909091,4.14560606061,34.7424242424
384,4.2,0.502,8.4,0.7,0.288,2.5,0.226,7,30,29,0.1,0.3,-1.3,-1.5,2.8,8.9,113,1,4.9,0.454,10.8,3.6,0.797,4.5,0.416,24,69,5-11,NBA,1732,25.1,0.2,0.9,3,110,2.2,15.4,2.5,14.2,Ty Lawson,1.5,2.2,2016-17,2.7,17.3,3.7,6,0.551,SAC,19.5,0.3,3.2,0.088,2.64197530864,1.23456790123,0.666666666667,0.444444444444,1.39148148148,0.487,0.37037037037,37.4567901235,Ty Lawson/2016-17,1,0.925925925926,3.39728395062,48.975308642
78,5.1,0.448,11.4,0,0,0,0.003,1.8,7.7,24,1.4,3.2,-2.9,0.9,8.8,27.8,105,1.1,5.1,0.447,11.4,1.8,0.431,4.3,0.375,7,71,6-10,NBA,917,12.9,-3.8,5.3,16.4,94,-0.5,14.5,4.4,12.1,Thomas Robinson,1.5,2.1,2015-16,2.7,16.9,14.1,22,0.453,BRK,19.8,-0.2,0.6,0.033,2.64634146341,1.25609756098,3.06097560976,1.5,0.785731707317,0.447,0.0243902439024,15.0731707317,Thomas Robinson/2015-16,2.01639344262,0.109756097561,3.65914634146,20.5243902439
124,4.6,0.533,8.6,0.8,0.383,2.1,0.194,2.6,10.4,26,0.2,0.5,-1,0.2,3.5,10.8,102,1.3,5.4,0.504,10.7,3.1,0.75,4.1,0.38,2,55,6-6,NBA,813,14.8,-1.1,0.7,2.3,106,0.7,11.9,4.6,14.7,Jonathon Simmons,1.1,1.5,2015-16,2.3,15.8,4.3,6.7,0.586,SAS,18.9,0.2,2,0.119,2.65151515152,1.36363636364,0.681818181818,0.484848484848,0.900303030303,0.541,0.0909090909091,13.7121212121,Jonathon Simmons/2015-16,1.14285714286,0.272727272727,3.73454545455,19.6666666667
127,4.7,0.474,9.8,0.8,0.271,3.1,0.241,3,13,24,0.7,1.5,-0.6,1.1,5,15.3,105,1.1,5.5,0.425,12.9,2.7,0.787,3.4,0.266,0,58,6-6,NBA,983,16.9,-1.7,1,2.8,99,0.2,13.6,2.6,14.5,Will Barton,1.8,2.5,2014-15,2.2,13.4,5.9,8.9,0.503,TOT,20.2,0.3,1.3,0.063,2.6582278481,1.11392405063,0.924050632911,0.46835443038,0.908481012658,0.458,0.0506329113924,12.8860759494,Will Barton/2014-15,1.12121212121,0.303797468354,3.20708860759,19.2784810127
401,2.7,0.416,6.5,2.1,0.358,6,0.478,1.9,7.8,28,0.1,0.3,-3.2,-2.3,3.4,10.9,113,0.3,4.9,0.389,12.5,1.2,0.857,1.4,0.112,41,76,6-4,NBA,1615,21.3,-0.9,0.4,1.4,101,0.5,10.1,1.8,13.1,Wayne Ellington,1.1,1.5,2015-16,1,7.1,3.9,6.1,0.498,BRK,17.5,-0.5,0.8,0.025,2.65853658537,1.07317073171,1.09756097561,0.756097560976,1.42365853659,0.474,0.109756097561,14.743902439,Wayne Ellington/2015-16,1.24,0.329268292683,4.02926829268,22.9268292683
404,3.8,0.462,8.3,0.8,0.308,2.5,0.233,4.9,21,26,0.3,0.6,-2.6,-0.3,4,12.5,104,2,4.6,0.426,10.8,2.5,0.883,2.9,0.266,4,77,6-3,NBA,1717,22.3,-2.3,0.5,1.5,99,0.3,11.1,3.4,12.5,Jerryd Bayless,1.2,1.8,2014-15,2.8,18.8,4.4,7,0.519,MIL,18.6,-0.3,2.4,0.066,2.65909090909,1.13636363636,1.39772727273,0.795454545455,1.43420454545,0.462,0.193181818182,32.5,Jerryd Bayless/2014-15,1.18644067797,1.14772727273,3.88727272727,42.8295454545
276,3.2,0.462,6.9,1,0.384,2.7,0.283,7.3,30,28,0.1,0.2,-2.4,-2.1,4.3,13.5,113,0.3,4.2,0.44,9.6,2.1,0.75,2.8,0.297,33,61,6-3,NBA,1318,21.6,-0.3,0.5,1.4,110,1.7,13.9,2,11.6,Donald Sloan,0.9,1.2,2015-16,2.2,16.8,4.7,7.4,0.536,BRK,16.1,-0.1,2,0.071,2.67901234568,1.13580246914,0.901234567901,0.518518518519,1.19419753086,0.494,0.20987654321,33.0617283951,Donald Sloan/2015-16,1.10526315789,0.567901234568,3.32740740741,40.4074074074
328,3,0.52,5.7,1.2,0.287,4.2,0.425,1.1,4,21,0.4,0.9,-2.3,-0.5,4.5,13.9,110,1.4,4.2,0.421,9.9,1.7,0.758,2.2,0.224,5,79,6-7,NBA,1605,20.3,-1.8,1.4,4.3,105,0.6,9.1,4.4,11.2,Kelly Oubre,1.3,1.8,2016-17,1.1,9.2,5.8,9.1,0.516,WAS,14.5,-0.1,2.1,0.062,2.68085106383,1.15957446809,1.84042553191,1.15957446809,1.29978723404,0.482,0.0531914893617,13.4468085106,Kelly Oubre/2016-17,1.53521126761,0.202127659574,3.98212765957,20.7234042553
128,6.3,0.557,11.3,0.4,0.245,1.8,0.139,1.9,9.1,24,0.5,1.2,-2.3,-1.4,7.4,23.1,109,0.7,6.7,0.513,13.1,2.1,0.899,2.4,0.182,15,59,6-11,NBA,1041,17.6,-0.9,2.7,8.1,111,1.6,15.7,4,16.1,Joffrey Lauvergne,0.4,0.6,2015-16,1.9,11.6,10,15.4,0.567,DEN,19.5,-0.1,2.3,0.105,2.69620253165,1.45569620253,2.55696202532,1.3164556962,0.909367088608,0.53,0.0126582278481,17.0253164557,Joffrey Lauvergne/2015-16,2,0.177215189873,3.09151898734,23.6582278481
180,5.7,0.515,11.1,0,,0,0,0.8,3.6,31,0.5,1.1,-3.6,-2.6,5.1,15.5,111,0.5,5.7,0.515,11.1,3.7,0.82,4.5,0.407,15,70,6-9,NBA,1192,17,-1,3,9.8,115,2.3,14.9,4,15.2,Carl Landry,0.5,0.6,2014-15,1.6,11,8.1,12.8,0.578,SAC,18.1,-0.5,2.8,0.112,2.70512820513,1.44871794872,2.28205128205,1.25641025641,1.00666666667,0.515,0.0512820512821,14.5384615385,Carl Landry/2014-15,1.60655737705,0.205128205128,3.58,21.3076923077
451,3.1,0.544,5.7,0,0,0,0.003,0.6,2.4,23,2.6,6.1,-0.1,2.3,9.4,29.5,101,3.1,3.1,0.542,5.7,2.8,0.628,4.5,0.785,22,82,6-9,NBA,1808,22,-2.4,3.6,11.7,118,2.8,14.9,4.5,9,Bismack Biyombo,0.4,0.5,2015-16,1.4,15.5,13,20.8,0.586,TOR,11.5,0.9,5.9,0.156,2.70588235294,1.49019607843,6.51960784314,2.91176470588,1.51068627451,0.542,0.0588235294118,24.2450980392,Bismack Biyombo/2015-16,3.0618556701,0.166666666667,3.99549019608,30.4607843137
343,2.8,0.457,6.1,1.4,0.411,3.4,0.36,1.8,7.4,31,0.2,0.4,-3.5,-2,2.6,8.4,116,0.2,4.2,0.44,9.6,1.9,0.892,2.1,0.221,45,61,6-5,NBA,1580,25.9,-1.4,0.2,0.7,109,1.2,9,2.4,11.7,Arron Afflalo,0.5,0.7,2016-17,1,8.4,2.8,4.6,0.559,SAC,14.4,-0.6,1.4,0.043,2.70666666667,1.21333333333,0.64,0.453333333333,1.33693333333,0.514,0.173333333333,19,Arron Afflalo/2016-17,1.21428571429,0.333333333333,3.17213333333,26.12
113,5.1,0.466,11,1.3,0.357,3.7,0.25,3,13,34,0.3,0.7,-4.1,-2.1,3.3,10.3,114,0.4,6.4,0.439,14.7,1.5,0.889,1.7,0.115,0,67,6-3,NBA,963,14.4,-2,0.6,1.6,103,0.3,11.5,3.1,15.7,Leandro Barbosa,1.2,1.5,2016-17,1.8,10.4,3.9,5.9,0.509,PHO,20,-0.5,0.6,0.031,2.71621621622,1.24324324324,0.324324324324,0.135135135135,0.885135135135,0.483,0.148648648649,11.6081081081,Leandro Barbosa/2016-17,0.555555555556,0.189189189189,3.76013513514,18.0945945946
303,3.8,0.436,8.6,0.8,0.463,1.7,0.167,2.4,10.3,34,0.4,0.9,-1.3,0.1,4.1,12.8,107,1.2,4.6,0.44,10.4,1.3,0.754,1.7,0.162,16,58,6-9,NBA,1397,24.1,-1.5,1.3,4.1,108,1.3,12,1.4,11.2,Tayshaun Prince,0.7,1.1,2014-15,0.9,7.5,5.4,8.3,0.504,TOT,15,0.2,2.5,0.086,2.72727272727,1.14285714286,1.94805194805,0.974025974026,1.23363636364,0.479,0.168831168831,21.2337662338,Tayshaun Prince/2014-15,1.44230769231,0.363636363636,3.07090909091,27.987012987
259,4,0.51,7.8,1.1,0.308,3.6,0.315,4.6,20.4,26,0.1,0.2,-1.8,-0.1,3.2,10.1,107,1.5,5.1,0.446,11.4,1.6,0.688,2.3,0.202,9,55,6-3,NBA,1205,21.9,-1.7,0.6,2,99,-0.1,10.9,3,12.8,Shelvin Mack,1.3,1.8,2016-17,2.7,17.8,3.8,6.1,0.518,UTA,19.6,0.1,1.4,0.054,2.75,1.225,1.1375,0.675,1.1665,0.495,0.1875,28.4375,Shelvin Mack/2016-17,1.17391304348,0.3875,3.374125,36.65
376,3.4,0.458,7.5,1.2,0.404,3,0.285,1.5,6.4,27,0.2,0.4,-3.2,-2.1,2.7,8,112,0.5,4.6,0.442,10.5,2.8,0.857,3.3,0.312,5,59,6-8,NBA,1313,22.3,-1.2,0.9,2.9,107,1.2,10.4,3,13.3,Lance Thomas,0.6,0.9,2015-16,1.6,11.6,3.6,5.4,0.557,NYK,16.9,-0.4,1.7,0.062,2.75362318841,1.17391304348,1.05797101449,0.492753623188,1.37768115942,0.5,0.101449275362,20.3913043478,Lance Thomas/2015-16,0.871794871795,0.188405797101,3.71333333333,28.2028985507
268,3.9,0.507,7.7,1.2,0.341,3.6,0.319,1.7,7.2,20,0.5,1.1,-4,-0.9,4.7,14.4,110,1.3,5.2,0.454,11.4,2.3,0.685,3.3,0.293,20,78,6-7,NBA,1341,17.2,-3.1,1.2,3.8,102,0.2,10.3,3.8,13.8,Jaylen Brown,0.9,1.3,2016-17,1.8,12.5,5.9,9.1,0.539,BOS,18.1,-0.7,1.5,0.053,2.76041666667,1.44791666667,1.17708333333,0.6875,1.1821875,0.508,0.0416666666667,13.65625,Jaylen Brown/2016-17,1.04761904762,0.1875,4.244375,20.625
57,6.8,0.55,12.4,0,,0,0,1.8,8.2,26,1.9,4,0.2,0.6,7.9,25,103,1.2,6.8,0.55,12.4,3,0.818,3.7,0.301,8,68,7-2,NBA,957,14.1,-0.5,3.9,12.4,113,1.9,19.9,5.7,16.7,Alexis Ajinca,0.8,1.2,2014-15,2.6,15.6,11.8,18.7,0.595,NOP,21.1,0.5,3.2,0.159,2.76744186047,1.58139534884,3.87209302326,2.03488372093,0.736511627907,0.55,0.0348837209302,11.0348837209,Alexis Ajinca/2014-15,2.734375,0.104651162791,3.255,16.8023255814
453,2.8,0.52,5.3,2.8,0.342,8.1,0.603,1.6,6.9,25,1.2,2.7,0.4,0.5,6.9,20.9,105,2.5,5.5,0.413,13.4,2.1,0.773,2.7,0.205,15,70,6-10,NBA,1679,24,0,1.3,3.9,107,1.3,14.5,2.7,16,Nikola Mirotic,1.1,1.6,2016-17,1.7,10.4,8.2,12.3,0.546,CHI,19.8,1,3.8,0.108,2.77108433735,1.31325301205,2.79518072289,1.48192771084,1.51638554217,0.516,0.10843373494,34.156626506,Nikola Mirotic/2016-17,1.921875,0.409638554217,3.76602409639,44.8674698795
65,7.6,0.663,11.4,0,0.143,0.2,0.02,2.2,9.6,23,1.4,3.2,0.9,0.2,4.7,14.2,110,1,7.6,0.652,11.7,2.6,0.628,4.1,0.351,14,58,6-8,NBA,1064,18.3,0.8,2.7,8.3,129,3.1,19.2,4.3,17.8,Montrezl Harrell,0.7,0.9,2016-17,1.5,9.9,7.4,11.2,0.662,HOU,17.6,0.8,4.1,0.183,2.77173913043,1.89130434783,2.26086956522,1.21739130435,0.761956521739,0.654,0.0326086956522,13.6739130435,Montrezl Harrell/2016-17,2.15384615385,0.152173913043,2.73456521739,18.7608695652
